size,run,sec_size,num_gates,process_time,initial_rss,final_rss
5,1,2,14,0.0,121028608,121028608
5,1,3,13,0.0,121028608,121028608
5,1,4,13,0.0,121028608,121028608
5,1,5,13,0.0,121028608,121028608
5,2,2,10,0.0,121028608,121028608
5,2,3,12,0.0,121028608,121028608
5,2,4,12,0.0,121028608,121028608
5,2,5,12,0.0,121028608,121028608
5,3,2,10,0.0,121028608,121028608
5,3,3,10,0.0,121028608,121028608
5,3,4,10,0.0,121028608,121028608
5,3,5,12,0.0,121028608,121028608
5,4,2,9,0.0,121028608,121028608
5,4,3,10,0.0,121028608,121028608
5,4,4,10,0.0,121028608,121028608
5,4,5,10,0.0,121028608,121028608
5,5,2,13,0.0,121028608,121028608
5,5,3,12,0.0,121028608,121028608
5,5,4,13,0.0,121028608,121028608
5,5,5,14,0.0,121028608,121028608
5,6,2,11,0.0,121028608,121028608
5,6,3,12,0.0,121028608,121028608
5,6,4,12,0.0,121028608,121028608
5,6,5,12,0.0,121028608,121028608
5,7,2,12,0.0,121028608,121028608
5,7,3,10,0.0,121028608,121028608
5,7,4,10,0.0,121028608,121028608
5,7,5,12,0.0,121028608,121028608
5,8,2,14,0.0,121028608,121028608
5,8,3,13,0.0,121028608,121028608
5,8,4,13,0.0,121028608,121028608
5,8,5,15,0.0,121028608,121028608
5,9,2,11,0.0,121028608,121028608
5,9,3,11,0.0,121028608,121028608
5,9,4,11,0.0,121028608,121028608
5,9,5,11,0.0,121028608,121028608
5,10,2,11,0.0,121028608,121028608
5,10,3,9,0.0,121028608,121028608
5,10,4,10,0.0,121028608,121028608
5,10,5,11,0.0,121028608,121028608
5,11,2,11,0.0,121028608,121094144
5,11,3,11,0.0,121094144,121094144
5,11,4,13,0.0,121094144,121094144
5,11,5,13,0.0,121094144,121094144
5,12,2,7,0.0,121094144,121094144
5,12,3,8,0.0,121094144,121094144
5,12,4,9,0.0,121094144,121094144
5,12,5,9,0.0,121094144,121094144
5,13,2,7,0.0,121094144,121094144
5,13,3,7,0.0,121094144,121094144
5,13,4,7,0.0,121094144,121094144
5,13,5,7,0.0,121094144,121094144
5,14,2,16,0.0,121094144,121094144
5,14,3,15,0.0,121094144,121094144
5,14,4,15,0.0,121094144,121094144
5,14,5,15,0.0,121094144,121094144
5,15,2,11,0.0,121094144,121094144
5,15,3,13,0.0,121094144,121094144
5,15,4,14,0.0,121094144,121094144
5,15,5,13,0.0,121094144,121094144
5,16,2,12,0.0,121094144,121094144
5,16,3,12,0.0,121094144,121094144
5,16,4,12,0.0,121094144,121094144
5,16,5,12,0.0,121094144,121094144
5,17,2,11,0.0,121094144,121094144
5,17,3,11,0.0,121094144,121094144
5,17,4,12,0.0,121094144,121094144
5,17,5,14,0.0,121094144,121094144
5,18,2,13,0.0,121094144,121094144
5,18,3,12,0.0,121094144,121094144
