size,run,sec_size,num_gates,process_time,initial_rss,final_rss
5,1,2,10,0.0,120684544,120684544
5,1,3,11,0.0,120684544,120684544
5,1,4,12,0.0,120684544,120684544
5,1,5,13,0.0,120684544,120684544
5,2,2,13,0.0,120684544,120684544
5,2,3,16,0.0,120684544,120684544
5,2,4,16,0.0,120684544,120684544
5,2,5,16,0.0,120684544,120684544
5,3,2,10,0.0,120684544,120684544
5,3,3,10,0.0,120684544,120684544
5,3,4,10,0.0,120684544,120684544
5,3,5,10,0.0,120684544,120684544
5,4,2,15,0.0,120684544,120684544
5,4,3,16,0.0,120684544,120684544
5,4,4,17,0.0,120684544,120684544
5,4,5,16,0.0,120684544,120684544
5,5,2,13,0.0,120684544,120684544
5,5,3,14,0.0,120684544,120684544
5,5,4,14,0.0,120684544,120684544
5,5,5,14,0.0,120684544,120684544
5,6,2,8,0.0,120684544,120684544
5,6,3,8,0.0,120684544,120684544
5,6,4,8,0.0,120684544,120684544
5,6,5,8,0.0,120684544,120684544
5,7,2,9,0.0,120684544,120684544
5,7,3,10,0.0,120684544,120684544
5,7,4,10,0.0,120684544,120684544
5,7,5,10,0.0,120684544,120684544
5,8,2,10,0.0,120684544,120684544
5,8,3,15,0.0,120684544,120684544
5,8,4,16,0.0,120684544,120684544
5,8,5,9,0.0,120684544,120684544
5,9,2,10,0.0,120684544,120684544
5,9,3,10,0.0,120684544,120684544
5,9,4,10,0.0,120684544,120684544
5,9,5,10,0.0,120684544,120684544
5,10,2,9,0.0,120684544,120684544
5,10,3,9,0.0,120684544,120684544
5,10,4,9,0.0,120684544,120684544
5,10,5,9,0.0,120684544,120684544
5,11,2,11,0.015625,120684544,120684544
5,11,3,13,0.0,120684544,120684544
5,11,4,14,0.0,120684544,120684544
5,11,5,14,0.0,120684544,120684544
5,12,2,9,0.0,120684544,120684544
5,12,3,9,0.0,120684544,120684544
5,12,4,9,0.0,120684544,120684544
5,12,5,9,0.0,120684544,120684544
5,13,2,11,0.0,120684544,120684544
5,13,3,11,0.0,120684544,120684544
5,13,4,11,0.0,120684544,120684544
5,13,5,11,0.0,120684544,120684544
5,14,2,12,0.0,120684544,120684544
5,14,3,12,0.0,120684544,120684544
5,14,4,13,0.0,120684544,120684544
