size,run,sec_size,num_gates,process_time,initial_rss,final_rss
1976,1,6,721804,414.265625,157851648,290779136
1976,1,7,722195,406.484375,173277184,291823616
1976,2,6,722112,438.859375,173682688,290045952
1976,2,7,721823,458.640625,173678592,290897920
1976,3,6,721972,427.921875,175833088,291168256
1976,3,7,722174,423.421875,176435200,254935040
1976,4,6,722060,412.59375,155951104,288886784
1976,4,7,722368,405.40625,171245568,291041280
1976,5,6,721827,439.5625,172003328,288522240
1976,5,7,722086,460.203125,171520000,289124352
1976,6,6,721886,429.625,175116288,289734656
1976,6,7,721983,422.28125,175132672,253947904
1976,7,6,722048,412.0625,155631616,290099200
1976,7,7,721987,404.59375,170897408,289239040
1976,8,6,722056,434.3125,171216896,287944704
1976,8,7,722151,460.296875,171745280,288595968
1976,9,6,722112,428.96875,174653440,287879168
1976,9,7,721953,423.765625,175042560,253472768
1976,10,6,721984,414.265625,155815936,288878592
1976,10,7,722121,406.59375,171134976,289697792
1976,11,6,721834,437.796875,171130880,288378880
1976,11,7,721898,460.734375,171036672,289181696
1976,12,6,722197,428.4375,174776320,289980416
1976,12,7,721819,424.640625,175161344,252821504
1976,13,6,721962,410.09375,155840512,290127872
1976,13,7,722007,401.171875,171044864,290308096
1976,14,6,722205,437.765625,171368448,289308672
1976,14,7,722236,462.28125,171700224,289103872
1976,15,6,722218,427.859375,173977600,288071680
1976,15,7,722279,424.234375,174526464,254201856
1976,16,6,722121,412.546875,155951104,288911360
1976,16,7,722085,404.734375,171261952,289640448
1976,17,6,721961,440.0625,172052480,288944128
1976,17,7,722118,459.828125,171683840,291393536
1976,18,6,721860,429.6875,174333952,288739328
1976,18,7,722114,424.109375,174354432,253636608
1976,19,6,722083,415.78125,158212096,292573184
1976,19,7,722007,406.1875,173572096,291364864
1976,20,6,721635,439.84375,173428736,289792000
1976,20,7,722073,458.75,173522944,292323328
1977,1,6,722549,410.15625,178012160,291360768
1977,1,7,722698,408.203125,176840704,255905792
1977,2,6,722774,392.9375,155840512,290246656
1977,2,7,723021,389.265625,170815488,288780288
1977,3,6,722626,413.4375,170762240,288661504
1977,3,7,722555,453.5,170848256,291127296
1977,4,6,722538,409.90625,173400064,288043008
1977,4,7,722707,409.15625,173096960,290783232
1977,5,6,722466,394.234375,156012544,290299904
1977,5,7,722613,388.109375,171417600,291336192
1977,6,6,722660,414.921875,171732992,289247232
1977,6,7,722711,452.25,171331584,288714752
1977,7,6,722728,412.609375,174137344,288305152
1977,7,7,722551,409.515625,173690880,288837632
1977,8,6,722820,395.03125,155725824,290299904
1977,8,7,722858,388.9375,170995712,288821248
1977,9,6,722614,411.765625,170778624,289357824
1977,9,7,722794,452.53125,170733568,290344960
