size,run,sec_size,num_gates,process_time,initial_rss,final_rss
682,5,5,102634,19.890625,133185536,146317312
682,5,6,102769,18.859375,133361664,145883136
682,6,5,102577,19.6875,133763072,145883136
682,6,6,102727,19.34375,133541888,145797120
682,7,5,102722,20.828125,133066752,146436096
682,7,6,102601,19.484375,133136384,146608128
682,8,5,102655,20.46875,133828608,146366464
682,8,6,102753,19.0625,134529024,146886656
682,9,5,102610,20.515625,134918144,145580032
682,9,6,102673,19.25,134406144,146898944
682,10,5,102633,20.609375,130609152,146677760
682,10,6,102641,19.75,130981888,145936384
682,11,5,102707,19.96875,131149824,145870848
682,11,6,102710,19.28125,131297280,145715200
682,12,5,102638,19.90625,131641344,145469440
682,12,6,102656,19.484375,131846144,146497536
682,13,5,102566,20.390625,132308992,146010112
682,13,6,102604,19.6875,132198400,145985536
682,14,5,102598,20.234375,132575232,146235392
682,14,6,102626,19.796875,133046272,145850368
682,15,5,102608,19.71875,133533696,145592320
682,15,6,102600,19.015625,133771264,145625088
682,16,5,102658,20.6875,132521984,145711104
682,16,6,102650,20.125,132890624,145801216
682,17,5,102724,20.078125,132694016,146014208
682,17,6,102689,19.453125,133013504,146509824
682,18,5,102586,19.859375,133996544,145985536
682,18,6,102627,19.40625,133959680,145846272
682,19,5,102613,20.359375,132489216,146235392
682,19,6,102638,19.234375,132476928,146489344
682,20,5,102559,20.1875,132857856,145895424
682,20,6,102649,19.609375,133308416,146337792
683,1,5,102911,19.96875,132984832,146300928
683,1,6,102911,19.421875,133312512,146624512
683,2,5,102875,20.078125,131420160,145707008
683,2,6,102807,19.09375,131825664,145694720
683,3,5,102872,19.015625,132026368,146374656
683,3,6,102942,19.0,131858432,145686528
683,4,5,102939,19.46875,132173824,145936384
683,4,6,102893,18.640625,133214208,145965056
683,5,5,102884,19.90625,131964928,146116608
683,5,6,102899,19.15625,132218880,144773120
683,6,5,102952,19.59375,132214784,145629184
683,6,6,102894,19.0625,132505600,145788928
683,7,5,102850,19.234375,132734976,145575936
683,7,6,102923,19.046875,132993024,145866752
683,8,5,102977,20.0,131756032,146620416
683,8,6,103015,19.109375,133787648,145965056
683,9,5,102947,19.546875,132849664,146407424
683,9,6,103034,18.484375,132775936,146530304
683,10,5,103087,19.1875,132960256,146124800
683,10,6,102838,19.046875,132993024,146464768
683,11,5,102908,19.296875,133496832,145862656
683,11,6,102822,18.953125,130691072,146124800
683,12,5,102846,19.8125,131260416,146116608
683,12,6,102866,19.375,131235840,145821696
683,13,5,102985,20.15625,131469312,145915904
683,13,6,102945,18.84375,131469312,146137088
683,14,5,102892,18.921875,132501504,146132992
683,14,6,102824,18.71875,130482176,145932288
683,15,5,102966,19.828125,131067904,146288640
683,15,6,102992,18.859375,131506176,146333696
683,16,5,102981,19.34375,131989504,146432000
683,16,6,102999,18.8125,132313088,146710528
683,17,5,102964,19.171875,133423104,145838080
683,17,6,103036,18.984375,131518464,145666048
683,18,5,102993,19.59375,131612672,146112512
683,18,6,102893,19.109375,131985408,145719296
683,19,5,102932,19.390625,132132864,145690624
683,19,6,102894,19.015625,132448256,145870848
683,20,5,102854,19.515625,133218304,146821120
683,20,6,102890,19.0625,131686400,146038784
684,1,5,103166,20.09375,131334144,146403328
684,1,6,103062,19.734375,132501504,146808832
684,2,5,103174,20.125,131592192,146235392
684,2,6,103296,18.765625,131629056,146493440
684,3,5,103223,20.078125,131686400,146124800
684,3,6,103270,20.109375,131076096,146055168
684,4,5,103223,20.421875,131248128,146591744
684,4,6,103181,19.828125,131461120,145965056
684,5,5,103272,20.390625,131309568,146739200
684,5,6,103224,18.125,131502080,146223104
684,6,5,103122,20.09375,134909952,146976768
684,6,6,103173,19.890625,133816320,147083264
684,7,5,103261,20.09375,133607424,146915328
684,7,6,103178,19.875,133791744,146649088
684,8,5,103244,20.296875,133746688,145928192
684,8,6,103201,18.015625,133025792,147251200
684,9,5,103131,20.03125,131403776,145883136
684,9,6,103146,19.875,131698688,145666048
684,10,5,103218,20.296875,130637824,145633280
684,10,6,103109,19.625,130998272,145563648
684,11,5,103222,20.125,131010560,145580032
684,11,6,103177,18.109375,131624960,146354176
684,12,5,103252,20.03125,133574656,146358272
684,12,6,103195,19.65625,133652480,146255872
684,13,5,103199,20.546875,132333568,145100800
684,13,6,103137,19.53125,131846144,146219008
684,14,5,103300,20.40625,132554752,146272256
684,14,6,103153,17.765625,132894720,146522112
684,15,5,103220,20.390625,132960256,146157568
684,15,6,103058,19.578125,134176768,146546688
684,16,5,103217,20.15625,133656576,147070976
684,16,6,103251,19.578125,133562368,146018304
684,17,5,103280,20.40625,134840320,147095552
684,17,6,103213,17.65625,133881856,147185664
684,18,5,103278,20.96875,132960256,146661376
684,18,6,103202,19.78125,134082560,146595840
684,19,5,103220,19.875,132722688,146132992
684,19,6,103206,20.15625,133005312,146341888
684,20,5,103228,20.625,133173248,145932288
684,20,6,103098,16.75,133324800,146509824
