size,run,sec_size,num_gates,process_time,initial_rss,final_rss
679,1,5,101710,20.765625,124821504,143917056
679,1,6,101844,19.3125,129974272,144588800
679,2,5,101848,20.40625,130850816,145022976
679,2,6,101947,20.0625,130809856,144953344
679,3,5,101735,19.375,131059712,144404480
679,3,6,101858,18.625,131584000,144592896
679,4,5,101824,20.75,124616704,144052224
679,4,6,101885,19.359375,130015232,144072704
679,5,5,101774,20.171875,130469888,143736832
679,5,6,101839,20.0625,130633728,144596992
679,6,5,101867,19.53125,131440640,144719872
679,6,6,101872,18.96875,131518464,144633856
679,7,5,101815,20.734375,124616704,144052224
679,7,6,101871,19.609375,129716224,144203776
679,8,5,101811,20.359375,129921024,144490496
679,8,6,101950,19.84375,130572288,144355328
679,9,5,101772,19.453125,130789376,144613376
679,9,6,101808,18.921875,131117056,144654336
679,10,5,101656,20.8125,124735488,144277504
679,10,6,101773,19.375,129818624,144646144
679,11,5,101711,20.421875,130695168,144449536
679,11,6,101837,20.421875,130932736,143990784
679,12,5,101845,19.421875,130953216,144531456
679,12,6,101927,18.875,131194880,144490496
679,13,5,101833,20.734375,124796928,143958016
679,13,6,101876,19.4375,129863680,143958016
679,14,5,101882,20.109375,130551808,144252928
679,14,6,101838,19.921875,130510848,144949248
679,15,5,101676,20.28125,130863104,144699392
679,15,6,101773,18.796875,131051520,144867328
679,16,5,101645,20.84375,124973056,144347136
679,16,6,101824,19.734375,130043904,144580608
679,17,5,101832,20.046875,130682880,145166336
679,17,6,101979,20.0,130801664,144879616
679,18,5,101792,19.484375,131026944,145170432
679,18,6,101896,18.828125,132677632,145559552
679,19,5,101794,20.4375,125116416,144216064
679,19,6,101845,19.53125,130191360,145092608
679,20,5,101747,20.171875,130768896,145342464
679,20,6,101898,19.875,130977792,144891904
680,1,5,102195,20.0625,131629056,146661376
680,1,6,102164,19.859375,132071424,146493440
680,2,5,101939,21.546875,125349888,145342464
680,2,6,102170,20.265625,130142208,145752064
680,3,5,102032,20.859375,130813952,145453056
680,3,6,102122,20.4375,131035136,146092032
680,4,5,102027,19.71875,131100672,145727488
680,4,6,102049,19.578125,131436544,145952768
680,5,5,102129,21.234375,125444096,145616896
680,5,6,102094,20.1875,130306048,145612800
680,6,5,102132,20.828125,131239936,146190336
680,6,6,102113,20.796875,131158016,146403328
680,7,5,102120,19.953125,131465216,146518016
680,7,6,102141,19.46875,131837952,146235392
680,8,5,102144,21.40625,125542400,145276928
680,8,6,102090,20.21875,130723840,145817600
680,9,5,102032,20.78125,131244032,146223104
680,9,6,102041,20.875,131276800,146423808
680,10,5,101972,20.25,131424256,146100224
680,10,6,102073,19.84375,131993600,145973248
680,11,5,102012,20.25,132268032,146128896
680,11,6,102149,19.25,133431296,146329600
680,12,5,102105,20.015625,132571136,145469440
680,12,6,102174,20.609375,133988352,146132992
680,13,5,101968,21.53125,132857856,146309120
680,13,6,102037,19.609375,132993024,145809408
680,14,5,102155,20.3125,131731456,145641472
680,14,6,102040,19.359375,131768320,145829888
680,15,5,101997,20.234375,132096000,145760256
680,15,6,102083,20.53125,132808704,146526208
680,16,5,102223,21.59375,132071424,145997824
680,16,6,102195,19.625,132284416,145805312
680,17,5,102075,20.0625,132296704,146731008
680,17,6,102092,19.71875,132919296,146534400
680,18,5,102030,19.828125,132952064,146579456
680,18,6,102161,20.546875,133832704,146763776
680,19,5,101965,21.46875,130695168,146386944
680,19,6,102099,19.546875,132079616,145920000
680,20,5,102081,20.1875,131354624,145760256
680,20,6,102044,19.265625,131842048,145674240
681,1,5,102190,19.5625,132026368,145498112
681,1,6,102197,19.734375,132063232,145424384
681,2,5,102406,20.640625,131743744,145756160
681,2,6,102345,19.265625,132374528,146087936
681,3,5,102294,19.609375,131854336,145637376
681,3,6,102342,19.015625,131952640,145756160
681,4,5,102380,19.953125,132939776,145653760
681,4,6,102339,19.984375,132452352,145797120
681,5,5,102381,20.78125,132177920,145780736
681,5,6,102354,18.765625,132464640,145813504
681,6,5,102216,19.59375,131919872,145776640
681,6,6,102405,18.796875,132136960,145805312
681,7,5,102245,19.25,132333568,146276352
681,7,6,102313,19.78125,132259840,146173952
681,8,5,102427,20.921875,132337664,146100224
681,8,6,102485,19.203125,132308992,145887232
681,9,5,102411,19.546875,132112384,146714624
681,9,6,102405,19.015625,132255744,146649088
681,10,5,102414,19.296875,132628480,146542592
681,10,6,102411,20.078125,132632576,146214912
681,11,5,102332,20.828125,132616192,146796544
681,11,6,102335,19.046875,132894720,146137088
681,12,5,102330,19.421875,131784704,145772544
